"Year","Month","Job_Value","30-Year_Fixed","15-Year_Fixed","5-1_Year_Adj"
2020,"Oct","3895.5","3.45","2.97","3.32"
2020,"Sep","3852","3.45","2.97","3.32"
2020,"Aug","3825.3","3.45","2.97","3.32"
2020,"Jul","3766.1","3.45","2.97","3.32"
2020,"Jun","3734.3","3.45","2.97","3.32"
2020,"May","3637","3.45","2.97","3.32"
2020,"Apr","3615.2","3.45","2.97","3.32"
2020,"Mar","4046.2","3.45","2.97","3.32"
2020,"Feb","4055.2","3.45","2.97","3.32"
2020,"Jan","4041.4","3.45","2.97","3.32"
2020,"Dec","3910.6","3.29","2.79","3.18"
2020,"Nov","3921.3","3.29","2.79","3.18"
2020,"Oct","3895.5","3.29","2.79","3.18"
2020,"Sep","3852","3.29","2.79","3.18"
2020,"Aug","3825.3","3.29","2.79","3.18"
2020,"Jul","3766.1","3.29","2.79","3.18"
2020,"Jun","3734.3","3.29","2.79","3.18"
2020,"May","3637","3.29","2.79","3.18"
2020,"Apr","3615.2","3.29","2.79","3.18"
2020,"Mar","4046.2","3.29","2.79","3.18"
2020,"Feb","4055.2","3.29","2.79","3.18"
2020,"Jan","4041.4","3.29","2.79","3.18"
2020,"Dec","3910.6","3.33","2.82","3.4"
2020,"Nov","3921.3","3.33","2.82","3.4"
2020,"Oct","3895.5","3.33","2.82","3.4"
2020,"Sep","3852","3.33","2.82","3.4"
2020,"Aug","3825.3","3.33","2.82","3.4"
2020,"Jul","3766.1","3.33","2.82","3.4"
2020,"Jun","3734.3","3.33","2.82","3.4"
2020,"May","3637","3.33","2.82","3.4"
2020,"Apr","3615.2","3.33","2.82","3.4"
2020,"Mar","4046.2","3.33","2.82","3.4"
2020,"Feb","4055.2","3.33","2.82","3.4"
2020,"Jan","4041.4","3.33","2.82","3.4"
2020,"Dec","3910.6","3.26","2.73","3.17"
2020,"Nov","3921.3","3.26","2.73","3.17"
2020,"Oct","3895.5","3.26","2.73","3.17"
2020,"Sep","3852","3.26","2.73","3.17"
2020,"Aug","3825.3","3.26","2.73","3.17"
2020,"Jul","3766.1","3.26","2.73","3.17"
2020,"Jun","3734.3","3.26","2.73","3.17"
2020,"May","3637","3.26","2.73","3.17"
2020,"Apr","3615.2","3.26","2.73","3.17"
2020,"Mar","4046.2","3.26","2.73","3.17"
2020,"Feb","4055.2","3.26","2.73","3.17"
2020,"Jan","4041.4","3.26","2.73","3.17"
2020,"Dec","3910.6","3.18","2.62","3.1"
2020,"Nov","3921.3","3.18","2.62","3.1"
2020,"Oct","3895.5","3.18","2.62","3.1"
2020,"Sep","3852","3.18","2.62","3.1"
2020,"Aug","3825.3","3.18","2.62","3.1"
2020,"Jul","3766.1","3.18","2.62","3.1"
2020,"Jun","3734.3","3.18","2.62","3.1"
2020,"May","3637","3.18","2.62","3.1"
2020,"Apr","3615.2","3.18","2.62","3.1"
2020,"Mar","4046.2","3.18","2.62","3.1"
2020,"Feb","4055.2","3.18","2.62","3.1"
2020,"Jan","4041.4","3.18","2.62","3.1"
2020,"Dec","3910.6","3.07","2.56","3"
2020,"Nov","3921.3","3.07","2.56","3"
2020,"Oct","3895.5","3.07","2.56","3"
2020,"Sep","3852","3.07","2.56","3"
2020,"Aug","3825.3","3.07","2.56","3"
2020,"Jul","3766.1","3.07","2.56","3"
2020,"Jun","3734.3","3.07","2.56","3"
2020,"May","3637","3.07","2.56","3"
2020,"Apr","3615.2","3.07","2.56","3"
2020,"Mar","4046.2","3.07","2.56","3"
2020,"Feb","4055.2","3.07","2.56","3"
2020,"Jan","4041.4","3.07","2.56","3"
2020,"Dec","3910.6","2.88","2.44","2.9"
2020,"Nov","3921.3","2.88","2.44","2.9"
2020,"Oct","3895.5","2.88","2.44","2.9"
2020,"Sep","3852","2.88","2.44","2.9"
2020,"Aug","3825.3","2.88","2.44","2.9"
2020,"Jul","3766.1","2.88","2.44","2.9"
2020,"Jun","3734.3","2.88","2.44","2.9"
2020,"May","3637","2.88","2.44","2.9"
2020,"Apr","3615.2","2.88","2.44","2.9"
2020,"Mar","4046.2","2.88","2.44","2.9"
2020,"Feb","4055.2","2.88","2.44","2.9"
2020,"Jan","4041.4","2.88","2.44","2.9"
2020,"Dec","3910.6","2.93","2.42","2.93"
2020,"Nov","3921.3","2.93","2.42","2.93"
2020,"Oct","3895.5","2.93","2.42","2.93"
2020,"Sep","3852","2.93","2.42","2.93"
2020,"Aug","3825.3","2.93","2.42","2.93"
2020,"Jul","3766.1","2.93","2.42","2.93"
2020,"Jun","3734.3","2.93","2.42","2.93"
2020,"May","3637","2.93","2.42","2.93"
2020,"Apr","3615.2","2.93","2.42","2.93"
2020,"Mar","4046.2","2.93","2.42","2.93"
2020,"Feb","4055.2","2.93","2.42","2.93"
2020,"Jan","4041.4","2.93","2.42","2.93"
2020,"Dec","3910.6","2.88","2.36","2.9"
2020,"Nov","3921.3","2.88","2.36","2.9"
2020,"Oct","3895.5","2.88","2.36","2.9"
2020,"Sep","3852","2.88","2.36","2.9"
2020,"Aug","3825.3","2.88","2.36","2.9"
2020,"Jul","3766.1","2.88","2.36","2.9"
2020,"Jun","3734.3","2.88","2.36","2.9"
2020,"May","3637","2.88","2.36","2.9"
2020,"Apr","3615.2","2.88","2.36","2.9"
2020,"Mar","4046.2","2.88","2.36","2.9"
2020,"Feb","4055.2","2.88","2.36","2.9"
2020,"Jan","4041.4","2.88","2.36","2.9"
2020,"Dec","3910.6","2.78","2.32","2.89"
2020,"Nov","3921.3","2.78","2.32","2.89"
2020,"Oct","3895.5","2.78","2.32","2.89"
2020,"Sep","3852","2.78","2.32","2.89"
2020,"Aug","3825.3","2.78","2.32","2.89"
2020,"Jul","3766.1","2.78","2.32","2.89"
2020,"Jun","3734.3","2.78","2.32","2.89"
2020,"May","3637","2.78","2.32","2.89"
2020,"Apr","3615.2","2.78","2.32","2.89"
2020,"Mar","4046.2","2.78","2.32","2.89"
2020,"Feb","4055.2","2.78","2.32","2.89"
2020,"Jan","4041.4","2.78","2.32","2.89"
2020,"Dec","3910.6","2.71","2.26","2.86"
2020,"Nov","3921.3","2.71","2.26","2.86"
2020,"Oct","3895.5","2.71","2.26","2.86"
2020,"Sep","3852","2.71","2.26","2.86"
2020,"Aug","3825.3","2.71","2.26","2.86"
2020,"Jul","3766.1","2.71","2.26","2.86"
2020,"Jun","3734.3","2.71","2.26","2.86"
2020,"May","3637","2.71","2.26","2.86"
2020,"Apr","3615.2","2.71","2.26","2.86"
2020,"Mar","4046.2","2.71","2.26","2.86"
2020,"Feb","4055.2","2.71","2.26","2.86"
2020,"Jan","4041.4","2.71","2.26","2.86"
2021,"Dec","4036.8","2.65","2.16","2.75"
2021,"Nov","4043.5","2.65","2.16","2.75"
2021,"Oct","4014.9","2.65","2.16","2.75"
2021,"Sep","3965.5","2.65","2.16","2.75"
2021,"Aug","3974.1","2.65","2.16","2.75"
2021,"Jul","3964.6","2.65","2.16","2.75"
2021,"Jun","3955.5","2.65","2.16","2.75"
2021,"May","3930","2.65","2.16","2.75"
2021,"Apr","3918.5","2.65","2.16","2.75"
2021,"Mar","3890.5","2.65","2.16","2.75"
2021,"Feb","3867.1","2.65","2.16","2.75"
2021,"Jan","3853.5","2.65","2.16","2.75"
2021,"Dec","4036.8","2.73","2.21","2.78"
2021,"Nov","4043.5","2.73","2.21","2.78"
2021,"Oct","4014.9","2.73","2.21","2.78"
2021,"Sep","3965.5","2.73","2.21","2.78"
2021,"Aug","3974.1","2.73","2.21","2.78"
2021,"Jul","3964.6","2.73","2.21","2.78"
2021,"Jun","3955.5","2.73","2.21","2.78"
2021,"May","3930","2.73","2.21","2.78"
2021,"Apr","3918.5","2.73","2.21","2.78"
2021,"Mar","3890.5","2.73","2.21","2.78"
2021,"Feb","3867.1","2.73","2.21","2.78"
2021,"Jan","3853.5","2.73","2.21","2.78"
2021,"Dec","4036.8","3.02","2.34","2.73"
2021,"Nov","4043.5","3.02","2.34","2.73"
2021,"Oct","4014.9","3.02","2.34","2.73"
2021,"Sep","3965.5","3.02","2.34","2.73"
2021,"Aug","3974.1","3.02","2.34","2.73"
2021,"Jul","3964.6","3.02","2.34","2.73"
2021,"Jun","3955.5","3.02","2.34","2.73"
2021,"May","3930","3.02","2.34","2.73"
2021,"Apr","3918.5","3.02","2.34","2.73"
2021,"Mar","3890.5","3.02","2.34","2.73"
2021,"Feb","3867.1","3.02","2.34","2.73"
2021,"Jan","3853.5","3.02","2.34","2.73"
2021,"Dec","4036.8","3.18","2.45","2.84"
2021,"Nov","4043.5","3.18","2.45","2.84"
2021,"Oct","4014.9","3.18","2.45","2.84"
2021,"Sep","3965.5","3.18","2.45","2.84"
2021,"Aug","3974.1","3.18","2.45","2.84"
2021,"Jul","3964.6","3.18","2.45","2.84"
2021,"Jun","3955.5","3.18","2.45","2.84"
2021,"May","3930","3.18","2.45","2.84"
2021,"Apr","3918.5","3.18","2.45","2.84"
2021,"Mar","3890.5","3.18","2.45","2.84"
2021,"Feb","3867.1","3.18","2.45","2.84"
2021,"Jan","3853.5","3.18","2.45","2.84"
2021,"Dec","4036.8","2.96","2.3","2.7"
2021,"Nov","4043.5","2.96","2.3","2.7"
2021,"Oct","4014.9","2.96","2.3","2.7"
2021,"Sep","3965.5","2.96","2.3","2.7"
2021,"Aug","3974.1","2.96","2.3","2.7"
2021,"Jul","3964.6","2.96","2.3","2.7"
2021,"Jun","3955.5","2.96","2.3","2.7"
2021,"May","3930","2.96","2.3","2.7"
2021,"Apr","3918.5","2.96","2.3","2.7"
2021,"Mar","3890.5","2.96","2.3","2.7"
2021,"Feb","3867.1","2.96","2.3","2.7"
2021,"Jan","3853.5","2.96","2.3","2.7"
2021,"Dec","4036.8","2.99","2.27","2.64"
2021,"Nov","4043.5","2.99","2.27","2.64"
2021,"Oct","4014.9","2.99","2.27","2.64"
2021,"Sep","3965.5","2.99","2.27","2.64"
2021,"Aug","3974.1","2.99","2.27","2.64"
2021,"Jul","3964.6","2.99","2.27","2.64"
2021,"Jun","3955.5","2.99","2.27","2.64"
2021,"May","3930","2.99","2.27","2.64"
2021,"Apr","3918.5","2.99","2.27","2.64"
2021,"Mar","3890.5","2.99","2.27","2.64"
2021,"Feb","3867.1","2.99","2.27","2.64"
2021,"Jan","3853.5","2.99","2.27","2.64"
2021,"Dec","4036.8","2.98","2.26","2.54"
2021,"Nov","4043.5","2.98","2.26","2.54"
2021,"Oct","4014.9","2.98","2.26","2.54"
2021,"Sep","3965.5","2.98","2.26","2.54"
2021,"Aug","3974.1","2.98","2.26","2.54"
2021,"Jul","3964.6","2.98","2.26","2.54"
2021,"Jun","3955.5","2.98","2.26","2.54"
2021,"May","3930","2.98","2.26","2.54"
2021,"Apr","3918.5","2.98","2.26","2.54"
2021,"Mar","3890.5","2.98","2.26","2.54"
2021,"Feb","3867.1","2.98","2.26","2.54"
2021,"Jan","3853.5","2.98","2.26","2.54"
2021,"Dec","4036.8","2.77","2.1","2.4"
2021,"Nov","4043.5","2.77","2.1","2.4"
2021,"Oct","4014.9","2.77","2.1","2.4"
2021,"Sep","3965.5","2.77","2.1","2.4"
2021,"Aug","3974.1","2.77","2.1","2.4"
2021,"Jul","3964.6","2.77","2.1","2.4"
2021,"Jun","3955.5","2.77","2.1","2.4"
2021,"May","3930","2.77","2.1","2.4"
2021,"Apr","3918.5","2.77","2.1","2.4"
2021,"Mar","3890.5","2.77","2.1","2.4"
2021,"Feb","3867.1","2.77","2.1","2.4"
2021,"Jan","3853.5","2.77","2.1","2.4"
2021,"Dec","4036.8","2.87","2.18","2.43"
2021,"Nov","4043.5","2.87","2.18","2.43"
2021,"Oct","4014.9","2.87","2.18","2.43"
2021,"Sep","3965.5","2.87","2.18","2.43"
2021,"Aug","3974.1","2.87","2.18","2.43"
2021,"Jul","3964.6","2.87","2.18","2.43"
2021,"Jun","3955.5","2.87","2.18","2.43"
2021,"May","3930","2.87","2.18","2.43"
2021,"Apr","3918.5","2.87","2.18","2.43"
2021,"Mar","3890.5","2.87","2.18","2.43"
2021,"Feb","3867.1","2.87","2.18","2.43"
2021,"Jan","3853.5","2.87","2.18","2.43"
2021,"Dec","4036.8","2.99","2.23","2.52"
2021,"Nov","4043.5","2.99","2.23","2.52"
2021,"Oct","4014.9","2.99","2.23","2.52"
2021,"Sep","3965.5","2.99","2.23","2.52"
2021,"Aug","3974.1","2.99","2.23","2.52"
2021,"Jul","3964.6","2.99","2.23","2.52"
2021,"Jun","3955.5","2.99","2.23","2.52"
2021,"May","3930","2.99","2.23","2.52"
2021,"Apr","3918.5","2.99","2.23","2.52"
2021,"Mar","3890.5","2.99","2.23","2.52"
2021,"Feb","3867.1","2.99","2.23","2.52"
2021,"Jan","3853.5","2.99","2.23","2.52"
2021,"Dec","4036.8","3.09","2.35","2.54"
2021,"Nov","4043.5","3.09","2.35","2.54"
2021,"Oct","4014.9","3.09","2.35","2.54"
2021,"Sep","3965.5","3.09","2.35","2.54"
2021,"Aug","3974.1","3.09","2.35","2.54"
2021,"Jul","3964.6","3.09","2.35","2.54"
2021,"Jun","3955.5","3.09","2.35","2.54"
2021,"May","3930","3.09","2.35","2.54"
2021,"Apr","3918.5","3.09","2.35","2.54"
2021,"Mar","3890.5","3.09","2.35","2.54"
2021,"Feb","3867.1","3.09","2.35","2.54"
2021,"Jan","3853.5","3.09","2.35","2.54"
2021,"Dec","4036.8","3.11","2.39","2.49"
2021,"Nov","4043.5","3.11","2.39","2.49"
2021,"Oct","4014.9","3.11","2.39","2.49"
2021,"Sep","3965.5","3.11","2.39","2.49"
2021,"Aug","3974.1","3.11","2.39","2.49"
2021,"Jul","3964.6","3.11","2.39","2.49"
2021,"Jun","3955.5","3.11","2.39","2.49"
2021,"May","3930","3.11","2.39","2.49"
2021,"Apr","3918.5","3.11","2.39","2.49"
2021,"Mar","3890.5","3.11","2.39","2.49"
2021,"Feb","3867.1","3.11","2.39","2.49"
2021,"Jan","3853.5","3.11","2.39","2.49"
2022,"Dec","4134.3","3.22","2.43","2.41"
2022,"Nov","4145.6","3.22","2.43","2.41"
2022,"Oct","4127.5","3.22","2.43","2.41"
2022,"Sep","4105.1","3.22","2.43","2.41"
2022,"Aug","4094.5","3.22","2.43","2.41"
2022,"July","4078.5","3.22","2.43","2.41"
2022,"June","4068.1","3.22","2.43","2.41"
2022,"May","4054.1","3.22","2.43","2.41"
2022,"Apr","4052.3","3.22","2.43","2.41"
2022,"Mar","4014.5","3.22","2.43","2.41"
2022,"Feb","4002.9","3.22","2.43","2.41"
2022,"Jan","3954.7","3.22","2.43","2.41"
