Year,Month,County_City,Median_Sale_Value
2018, Feb,Stafford County,351147.5
2018, Feb,Staunton City,124000
2018, Feb,Suffolk City,262950
2018, Feb,Surry County,126250
2018, Feb,Sussex County,82500
2018, Feb,Tazewell County,50000
2018, Feb,Virginia Beach City,245000
2018, Feb,Warren County,219900
2018, Feb,Washington County,160000
2018, Feb,Waynesboro City,154900
2018, Feb,Westmoreland County,212450
2018, Feb,Williamsburg City,227500
2018, Feb,Winchester City,222000
2018, Feb,Wise County,25000
2018, Feb,Wythe County,113000
2018, Feb,York County,263810
2018, Mar,Accomack County,165000
2018, Mar,Albemarle County,389750
2018, Mar,Alexandria City,461000
2018, Mar,Alleghany County,89000
2018, Mar,Amelia County,180000
2018, Mar,Amherst County,157500
2018, Mar,Appomattox County,160900
2018, Mar,Arlington County,570000
2018, Mar,Augusta County,224900
2018, Mar,Bath County,311750
2018, Mar,Bedford County,235000
2018, Mar,Bland County,125000
2018, Mar,Botetourt County,203043
2018, Mar,Bristol City,127000
2018, Mar,Brunswick County,50000
2018, Mar,Buchanan County,46000
2018, Mar,Buckingham County,105000
2018, Mar,Buena Vista City,68000
2018, Mar,Campbell County,159950
2018, Mar,Caroline County,194550
2018, Mar,Carroll County,123000
2018, Mar,Charles City County,129000
2018, Mar,Charlotte County,125000
2018, Mar,Charlottesville City,320000
2018, Mar,Chesapeake City,257500
2018, Mar,Chesterfield County,255250
2018, Mar,Clarke County,325000
2018, Mar,Colonial Heights City,158500
2018, Mar,Covington City,46405
2018, Mar,Craig County,141000
2018, Mar,Culpeper County,303000
2018, Mar,Cumberland County,158500
2018, Mar,Danville City,96500
2018, Mar,Dickenson County,N/A
2018, Mar,Dinwiddie County,157750
2018, Mar,Emporia City,76000
2018, Mar,Essex County,169000
2018, Mar,Fairfax City,550583.5
2018, Mar,Fairfax County,505000
2018, Mar,Falls Church City,549555
2018, Mar,Fauquier County,370000
2018, Mar,Floyd County,139690
2018, Mar,Fluvanna County,218000
2018, Mar,Franklin City,77128
2018, Mar,Franklin County,230750
2018, Mar,Frederick County,264500
2018, Mar,Fredericksburg City,260000
2018, Mar,Galax City,81000
2018, Mar,Giles County,118556
2018, Mar,Gloucester County,222500
2018, Mar,Goochland County,300000
2018, Mar,Grayson County,124000
2018, Mar,Greene County,225000
2018, Mar,Greensville County,N/A
2018, Mar,Halifax County,84670
2018, Mar,Hampton City,155000
2018, Mar,Hanover County,305000
2018, Mar,Harrisonburg City,164950
2018, Mar,Henrico County,243500
2018, Mar,Henry County,79000
2018, Mar,Highland County,90000
2018, Mar,Hopewell City,120500
2018, Mar,Isle of Wight County,285000
2018, Mar,James City County,299500
2018, Mar,King and Queen County,170250
2018, Mar,King George County,289000
2018, Mar,King William County,202000
2018, Mar,Lancaster County,158750
2018, Mar,Lee County,46500
2018, Mar,Lexington City,267500
2018, Mar,Loudoun County,484500
2018, Mar,Louisa County,234900
2018, Mar,Lunenburg County,100000
2018, Mar,Lynchburg City,154950
2018, Mar,Madison County,195000
2018, Mar,Manassas City,309900
2018, Mar,Manassas Park City,280000
2018, Mar,Martinsville City,94499
2018, Mar,Mathews County,222500
2018, Mar,Mecklenburg County,165000
2018, Mar,Middlesex County,207500
2018, Mar,Montgomery County,198500
2018, Mar,Nelson County,223750
2018, Mar,New Kent County,293065
2018, Mar,Newport News City,190000
2018, Mar,Norfolk City,200000
2018, Mar,Northampton County,190000
2018, Mar,Northumberland County,220250
2018, Mar,Norton City,N/A
2018, Mar,Nottoway County,226876
2018, Mar,Orange County,249450
2018, Mar,Page County,169750
2018, Mar,Patrick County,149000
2018, Mar,Petersburg City,116000
2018, Mar,Pittsylvania County,110900
2018, Mar,Poquoson City,357000
2018, Mar,Portsmouth City,160000
2018, Mar,Powhatan County,240000
2018, Mar,Prince Edward County,195000
2018, Mar,Prince George County,206000
2018, Mar,Prince William County,367250
2018, Mar,Pulaski County,125500
2018, Mar,Radford City,162850
2018, Mar,Rappahannock County,271000
2018, Mar,Richmond City,240000
2018, Mar,Richmond County,164950
2018, Mar,Roanoke City,130000
2018, Mar,Roanoke County,179500
2018, Mar,Rockbridge County,190000
2018, Mar,Rockingham County,236450
2018, Mar,Russell County,92500
2018, Mar,Salem City,144600
2018, Mar,Scott County,N/A
2018, Mar,Shenandoah County,185000
2018, Mar,Smyth County,81000
2018, Mar,Southampton County,167000
2018, Mar,Spotsylvania County,275000
2018, Mar,Stafford County,338900
2018, Mar,Staunton City,170550
2018, Mar,Suffolk City,249900
2018, Mar,Surry County,142000
2018, Mar,Sussex County,75000
2018, Mar,Tazewell County,140000
2018, Mar,Virginia Beach City,264900
2018, Mar,Warren County,230000
2018, Mar,Washington County,147900
2018, Mar,Waynesboro City,191500
2018, Mar,Westmoreland County,199900
2018, Mar,Williamsburg City,257500
2018, Mar,Winchester City,221000
2018, Mar,Wise County,58000
2018, Mar,Wythe County,117250
2018, Mar,York County,294875
2018, Apr,Accomack County,112500
2018, Apr,Albemarle County,411500
2018, Apr,Alexandria City,539900
2018, Apr,Alleghany County,100000
2018, Apr,Amelia County,175000
2018, Apr,Amherst County,135500
2018, Apr,Appomattox County,162450
2018, Apr,Arlington County,560000
2018, Apr,Augusta County,220750
2018, Apr,Bath County,167500
2018, Apr,Bedford County,223000
2018, Apr,Bland County,83000
2018, Apr,Botetourt County,245799
2018, Apr,Bristol City,90000
2018, Apr,Brunswick County,25000
2018, Apr,Buchanan County,54900
2018, Apr,Buckingham County,220500
2018, Apr,Buena Vista City,114150
2018, Apr,Campbell County,145900
2018, Apr,Caroline County,201000
2018, Apr,Carroll County,117500
2018, Apr,Charles City County,159520
2018, Apr,Charlotte County,110850
2018, Apr,Charlottesville City,310000
2018, Apr,Chesapeake City,273700
2018, Apr,Chesterfield County,251700
2018, Apr,Clarke County,326000
2018, Apr,Colonial Heights City,154900
2018, Apr,Covington City,177900
2018, Apr,Craig County,103000
2018, Apr,Culpeper County,325000
2018, Apr,Cumberland County,171500
2018, Apr,Danville City,90250
2018, Apr,Dickenson County,N/A
2018, Apr,Dinwiddie County,188499
2018, Apr,Emporia City,N/A
2018, Apr,Essex County,167500
2018, Apr,Fairfax City,494000
2018, Apr,Fairfax County,520000
2018, Apr,Falls Church City,750000
2018, Apr,Fauquier County,370000
2018, Apr,Floyd County,100000
2018, Apr,Fluvanna County,225000
2018, Apr,Franklin City,51000
2018, Apr,Franklin County,223837.5
2018, Apr,Frederick County,280000
2018, Apr,Fredericksburg City,350000
2018, Apr,Galax City,84000
2018, Apr,Giles County,65000
2018, Apr,Gloucester County,219950
2018, Apr,Goochland County,513239
2018, Apr,Grayson County,105000
2018, Apr,Greene County,246500
2018, Apr,Greensville County,122000
2018, Apr,Halifax County,84000
2018, Apr,Hampton City,165000
2018, Apr,Hanover County,285000
2018, Apr,Harrisonburg City,166450
2018, Apr,Henrico County,260950
2018, Apr,Henry County,82500
2018, Apr,Highland County,220000
2018, Apr,Hopewell City,114950
2018, Apr,Isle of Wight County,319450
2018, Apr,James City County,297000
2018, Apr,King and Queen County,170000
2018, Apr,King George County,327500
2018, Apr,King William County,226250
2018, Apr,Lancaster County,235000
2018, Apr,Lee County,N/A
2018, Apr,Lexington City,172000
2018, Apr,Loudoun County,475000
2018, Apr,Louisa County,238450
2018, Apr,Lunenburg County,72000
2018, Apr,Lynchburg City,142000
2018, Apr,Madison County,212500
2018, Apr,Manassas City,314000
2018, Apr,Manassas Park City,277000
2018, Apr,Martinsville City,82500
2018, Apr,Mathews County,209900
2018, Apr,Mecklenburg County,130000
2018, Apr,Middlesex County,240000
2018, Apr,Montgomery County,209900
2018, Apr,Nelson County,330000
2018, Apr,New Kent County,259900
2018, Apr,Newport News City,182000
2018, Apr,Norfolk City,213000
2018, Apr,Northampton County,237500
2018, Apr,Northumberland County,365000
2018, Apr,Norton City,N/A
2018, Apr,Nottoway County,94500
2018, Apr,Orange County,260900
2018, Apr,Page County,135000
2018, Apr,Patrick County,58000
2018, Apr,Petersburg City,95000
2018, Apr,Pittsylvania County,94600
2018, Apr,Poquoson City,269000
2018, Apr,Portsmouth City,146400
2018, Apr,Powhatan County,286794
2018, Apr,Prince Edward County,110150
2018, Apr,Prince George County,201450
2018, Apr,Prince William County,376000
2018, Apr,Pulaski County,172000
2018, Apr,Radford City,160750
2018, Apr,Rappahannock County,296800
2018, Apr,Richmond City,222000
2018, Apr,Richmond County,162000
2018, Apr,Roanoke City,132475
2018, Apr,Roanoke County,210000
2018, Apr,Rockbridge County,207500
2018, Apr,Rockingham County,201000
2018, Apr,Russell County,100200
2018, Apr,Salem City,167475
2018, Apr,Scott County,N/A
2018, Apr,Shenandoah County,178000
2018, Apr,Smyth County,143500
2018, Apr,Southampton County,164950
2018, Apr,Spotsylvania County,273950
2018, Apr,Stafford County,342450
2018, Apr,Staunton City,145625
2018, Apr,Suffolk City,250000
2018, Apr,Surry County,150000
2018, Apr,Sussex County,131250
2018, Apr,Tazewell County,78000
2018, Apr,Virginia Beach City,258750
2018, Apr,Warren County,227500
2018, Apr,Washington County,145000
2018, Apr,Waynesboro City,178000
2018, Apr,Westmoreland County,184900
2018, Apr,Williamsburg City,215000
2018, Apr,Winchester City,257875
2018, Apr,Wise County,74000
2018, Apr,Wythe County,107000
2018, Apr,York County,315000
2018, May,Accomack County,149200
2018, May,Albemarle County,345000
2018, May,Alexandria City,549500
2018, May,Alleghany County,103060.5
2018, May,Amelia County,219000
2018, May,Amherst County,162800
2018, May,Appomattox County,149950
2018, May,Arlington County,565000
2018, May,Augusta County,225500
2018, May,Bath County,137979.5
2018, May,Bedford County,229900
2018, May,Bland County,150000
2018, May,Botetourt County,237500
2018, May,Bristol City,123250
2018, May,Brunswick County,241000
2018, May,Buchanan County,20245
2018, May,Buckingham County,143000
2018, May,Buena Vista City,83250
2018, May,Campbell County,164950
2018, May,Caroline County,219200
2018, May,Carroll County,130000
2018, May,Charles City County,194750
2018, May,Charlotte County,127500
2018, May,Charlottesville City,316500
2018, May,Chesapeake City,269450
2018, May,Chesterfield County,253400
2018, May,Clarke County,360750
2018, May,Colonial Heights City,135000
2018, May,Covington City,74012.5
2018, May,Craig County,159900
2018, May,Culpeper County,294000
2018, May,Cumberland County,105575
2018, May,Danville City,84900
2018, May,Dickenson County,N/A
2018, May,Dinwiddie County,175750
2018, May,Emporia City,16000
2018, May,Essex County,139100
2018, May,Fairfax City,575000
2018, May,Fairfax County,531000
2018, May,Falls Church City,652000
2018, May,Fauquier County,391500
2018, May,Floyd County,170000
2018, May,Fluvanna County,214250
2018, May,Franklin City,166700
2018, May,Franklin County,247000
2018, May,Frederick County,258500
2018, May,Fredericksburg City,329950
2018, May,Galax City,95000
2018, May,Giles County,99500
2018, May,Gloucester County,243900
2018, May,Goochland County,367000
2018, May,Grayson County,100750
2018, May,Greene County,269900
2018, May,Greensville County,44000
2018, May,Halifax County,93000
2018, May,Hampton City,179000
2018, May,Hanover County,290750
2018, May,Harrisonburg City,219500
2018, May,Henrico County,271950
2018, May,Henry County,91000
2018, May,Highland County,302000
2018, May,Hopewell City,119000
2018, May,Isle of Wight County,276000
2018, May,James City County,311667.5
2018, May,King and Queen County,160000
2018, May,King George County,299000
2018, May,King William County,182475
2018, May,Lancaster County,270000
2018, May,Lee County,N/A
2018, May,Lexington City,192801
2018, May,Loudoun County,479900
2018, May,Louisa County,222500
2018, May,Lunenburg County,34000
2018, May,Lynchburg City,154250
2018, May,Madison County,229000
2018, May,Manassas City,305000
2018, May,Manassas Park City,305000
2018, May,Martinsville City,95000
2018, May,Mathews County,185000
2018, May,Mecklenburg County,175750
2018, May,Middlesex County,175000
2018, May,Montgomery County,238500
2018, May,Nelson County,252500
2018, May,New Kent County,285207.5
2018, May,Newport News City,185000
2018, May,Norfolk City,202000
2018, May,Northampton County,202500
2018, May,Northumberland County,306000
2018, May,Norton City,90000
2018, May,Nottoway County,186750
2018, May,Orange County,226800
2018, May,Page County,135000
2018, May,Patrick County,118450
2018, May,Petersburg City,81250
2018, May,Pittsylvania County,63750
2018, May,Poquoson City,326000
2018, May,Portsmouth City,159900
2018, May,Powhatan County,267000
2018, May,Prince Edward County,162200
2018, May,Prince George County,193250
2018, May,Prince William County,374950
2018, May,Pulaski County,192950
2018, May,Radford City,134900
2018, May,Rappahannock County,385000
2018, May,Richmond City,255750
2018, May,Richmond County,155000
2018, May,Roanoke City,131000
2018, May,Roanoke County,201000
2018, May,Rockbridge County,217000
2018, May,Rockingham County,222500
2018, May,Russell County,133250
2018, May,Salem City,163500
2018, May,Scott County,N/A
2018, May,Shenandoah County,196500
2018, May,Smyth County,80000
2018, May,Southampton County,137500
2018, May,Spotsylvania County,275000
2018, May,Stafford County,330000
2018, May,Staunton City,171500
2018, May,Suffolk City,274018.5
2018, May,Surry County,212500
2018, May,Sussex County,100250
2018, May,Tazewell County,81500
2018, May,Virginia Beach City,265000
2018, May,Warren County,258690
2018, May,Washington County,145000
2018, May,Waynesboro City,199900
2018, May,Westmoreland County,215000
2018, May,Williamsburg City,288000
2018, May,Winchester City,237750
2018, May,Wise County,88000
2018, May,Wythe County,125050
2018, May,York County,298950
2018, Jun,Accomack County,157000
2018, Jun,Albemarle County,370000
2018, Jun,Alexandria City,545000
2018, Jun,Alleghany County,87450
2018, Jun,Amelia County,185450
2018, Jun,Amherst County,177414
2018, Jun,Appomattox County,187000
2018, Jun,Arlington County,532500
2018, Jun,Augusta County,225000
2018, Jun,Bath County,160000
2018, Jun,Bedford County,229825
2018, Jun,Bland County,260000
2018, Jun,Botetourt County,275050
2018, Jun,Bristol City,115000
2018, Jun,Brunswick County,90100
2018, Jun,Buchanan County,124000
2018, Jun,Buckingham County,130000
2018, Jun,Buena Vista City,66100
2018, Jun,Campbell County,189000
2018, Jun,Caroline County,214258
2018, Jun,Carroll County,135000
2018, Jun,Charles City County,142801
2018, Jun,Charlotte County,94300
2018, Jun,Charlottesville City,342363
2018, Jun,Chesapeake City,295000
2018, Jun,Chesterfield County,262400
2018, Jun,Clarke County,373750
2018, Jun,Colonial Heights City,132500
2018, Jun,Covington City,213110
2018, Jun,Craig County,195000
2018, Jun,Culpeper County,296450
2018, Jun,Cumberland County,157500
2018, Jun,Danville City,109950
2018, Jun,Dickenson County,N/A
2018, Jun,Dinwiddie County,170000
2018, Jun,Emporia City,N/A
2018, Jun,Essex County,169000
2018, Jun,Fairfax City,625000
2018, Jun,Fairfax County,545000
2018, Jun,Falls Church City,849500
2018, Jun,Fauquier County,394900
2018, Jun,Floyd County,156250
2018, Jun,Fluvanna County,223000
2018, Jun,Franklin City,135825
2018, Jun,Franklin County,230000
2018, Jun,Frederick County,277400
2018, Jun,Fredericksburg City,340000
2018, Jun,Galax City,91500
2018, Jun,Giles County,126450
2018, Jun,Gloucester County,229000
2018, Jun,Goochland County,416500
2018, Jun,Grayson County,147500
2018, Jun,Greene County,251500
2018, Jun,Greensville County,326000
2018, Jun,Halifax County,122450
2018, Jun,Hampton City,176500
2018, Jun,Hanover County,290000
2018, Jun,Harrisonburg City,224250
2018, Jun,Henrico County,270000
2018, Jun,Henry County,105000
2018, Jun,Highland County,317500
2018, Jun,Hopewell City,131250
2018, Jun,Isle of Wight County,324000
2018, Jun,James City County,317000
2018, Jun,King and Queen County,249900
2018, Jun,King George County,286500
2018, Jun,King William County,217900
2018, Jun,Lancaster County,335000
2018, Jun,Lee County,N/A
2018, Jun,Lexington City,286000
2018, Jun,Loudoun County,500000
2018, Jun,Louisa County,239000
2018, Jun,Lunenburg County,115000
2018, Jun,Lynchburg City,170100
2018, Jun,Madison County,197000
2018, Jun,Manassas City,314950
2018, Jun,Manassas Park City,286950
2018, Jun,Martinsville City,92500
2018, Jun,Mathews County,180000
2018, Jun,Mecklenburg County,159000
2018, Jun,Middlesex County,225000
2018, Jun,Montgomery County,239500
2018, Jun,Nelson County,226000
2018, Jun,New Kent County,295000
2018, Jun,Newport News City,189949.5
2018, Jun,Norfolk City,213500
2018, Jun,Northampton County,126000
2018, Jun,Northumberland County,310000
2018, Jun,Norton City,N/A
2018, Jun,Nottoway County,110475
2018, Jun,Orange County,229950
2018, Jun,Page County,135000
2018, Jun,Patrick County,101011
2018, Jun,Petersburg City,121250
2018, Jun,Pittsylvania County,80000
2018, Jun,Poquoson City,334700
2018, Jun,Portsmouth City,157000
2018, Jun,Powhatan County,295000
2018, Jun,Prince Edward County,176450
2018, Jun,Prince George County,209000
2018, Jun,Prince William County,380000
2018, Jun,Pulaski County,142500
2018, Jun,Radford City,129000
2018, Jun,Rappahannock County,488750
2018, Jun,Richmond City,275000
2018, Jun,Richmond County,69950
2018, Jun,Roanoke City,138225
2018, Jun,Roanoke County,211925
2018, Jun,Rockbridge County,228000
2018, Jun,Rockingham County,239450
2018, Jun,Russell County,124000
2018, Jun,Salem City,180000
2018, Jun,Scott County,40000
2018, Jun,Shenandoah County,205450
2018, Jun,Smyth County,113000
2018, Jun,Southampton County,195000
2018, Jun,Spotsylvania County,273250
2018, Jun,Stafford County,349900
2018, Jun,Staunton City,171750
2018, Jun,Suffolk City,257250
2018, Jun,Surry County,128000
2018, Jun,Sussex County,90000
2018, Jun,Tazewell County,100000
2018, Jun,Virginia Beach City,269900
2018, Jun,Warren County,262950
2018, Jun,Washington County,150000
2018, Jun,Waynesboro City,172250
2018, Jun,Westmoreland County,190000
2018, Jun,Williamsburg City,225000
2018, Jun,Winchester City,261450
2018, Jun,Wise County,N/A
2018, Jun,Wythe County,152500
2018, Jun,York County,345000
2018, Jul,Accomack County,175450
2018, Jul,Albemarle County,360000
2018, Jul,Alexandria City,548000
2018, Jul,Alleghany County,75950
2018, Jul,Amelia County,249900
2018, Jul,Amherst County,180500
2018, Jul,Appomattox County,149900
2018, Jul,Arlington County,615000
2018, Jul,Augusta County,229450
2018, Jul,Bath County,300000
2018, Jul,Bedford County,256000
2018, Jul,Bland County,122500
2018, Jul,Botetourt County,253500
2018, Jul,Bristol City,65125
2018, Jul,Brunswick County,98950
2018, Jul,Buchanan County,60100
2018, Jul,Buckingham County,154700
2018, Jul,Buena Vista City,137000
2018, Jul,Campbell County,175550
2018, Jul,Caroline County,203000
2018, Jul,Carroll County,162000
2018, Jul,Charles City County,219500
2018, Jul,Charlotte County,69050
2018, Jul,Charlottesville City,345000
2018, Jul,Chesapeake City,299000
2018, Jul,Chesterfield County,269900
2018, Jul,Clarke County,367450
2018, Jul,Colonial Heights City,175000
2018, Jul,Covington City,152500
2018, Jul,Craig County,157000
2018, Jul,Culpeper County,298409
2018, Jul,Cumberland County,139950
2018, Jul,Danville City,82000
2018, Jul,Dickenson County,15200
2018, Jul,Dinwiddie County,162000
2018, Jul,Emporia City,N/A
2018, Jul,Essex County,173000
2018, Jul,Fairfax City,550000
2018, Jul,Fairfax County,530000
2018, Jul,Falls Church City,794500
2018, Jul,Fauquier County,375000
2018, Jul,Floyd County,249000
2018, Jul,Fluvanna County,217500
2018, Jul,Franklin City,89500
2018, Jul,Franklin County,218000
2018, Jul,Frederick County,255000
2018, Jul,Fredericksburg City,335000
2018, Jul,Galax City,136250
2018, Jul,Giles County,142164
2018, Jul,Gloucester County,249950
2018, Jul,Goochland County,408250
2018, Jul,Grayson County,120000
2018, Jul,Greene County,249900
2018, Jul,Greensville County,25000
2018, Jul,Halifax County,121361
2018, Jul,Hampton City,175000
2018, Jul,Hanover County,300500
2018, Jul,Harrisonburg City,186825
2018, Jul,Henrico County,258000
2018, Jul,Henry County,52000
2018, Jul,Highland County,326000
2018, Jul,Hopewell City,116950
2018, Jul,Isle of Wight County,284625
2018, Jul,James City County,289750
2018, Jul,King and Queen County,206000
2018, Jul,King George County,271750
2018, Jul,King William County,196000
2018, Jul,Lancaster County,285000
2018, Jul,Lee County,N/A
2018, Jul,Lexington City,252000
2018, Jul,Loudoun County,480000
2018, Jul,Louisa County,231000
2018, Jul,Lunenburg County,35000
2018, Jul,Lynchburg City,152000
2018, Jul,Madison County,245000
2018, Jul,Manassas City,320000
2018, Jul,Manassas Park City,300000
2018, Jul,Martinsville City,110000
2018, Jul,Mathews County,195000
2018, Jul,Mecklenburg County,145000
2018, Jul,Middlesex County,147500
2018, Jul,Montgomery County,210000
2018, Jul,Nelson County,306500
2018, Jul,New Kent County,278500
2018, Jul,Newport News City,189900
2018, Jul,Norfolk City,202850
2018, Jul,Northampton County,279000
2018, Jul,Northumberland County,309500
2018, Jul,Norton City,N/A
2018, Jul,Nottoway County,90000
2018, Jul,Orange County,250000
2018, Jul,Page County,189000
2018, Jul,Patrick County,114450
2018, Jul,Petersburg City,49714.5
2018, Jul,Pittsylvania County,140000
2018, Jul,Poquoson City,420950
2018, Jul,Portsmouth City,159950
2018, Jul,Powhatan County,309000
2018, Jul,Prince Edward County,199000
2018, Jul,Prince George County,242000
2018, Jul,Prince William County,360000
2018, Jul,Pulaski County,125000
2018, Jul,Radford City,199950
2018, Jul,Rappahannock County,304500
2018, Jul,Richmond City,278000
2018, Jul,Richmond County,142000
2018, Jul,Roanoke City,134500
2018, Jul,Roanoke County,207237.5
2018, Jul,Rockbridge County,179950
2018, Jul,Rockingham County,239050
2018, Jul,Russell County,151250
2018, Jul,Salem City,156500
2018, Jul,Scott County,193000
2018, Jul,Shenandoah County,187000
2018, Jul,Smyth County,110000
2018, Jul,Southampton County,124950
2018, Jul,Spotsylvania County,283881
2018, Jul,Stafford County,350000
2018, Jul,Staunton City,159900
2018, Jul,Suffolk City,255000
2018, Jul,Surry County,172000
2018, Jul,Sussex County,90000
2018, Jul,Tazewell County,84900
2018, Jul,Virginia Beach City,255000
2018, Jul,Warren County,245000
2018, Jul,Washington County,149500
2018, Jul,Waynesboro City,165000
2018, Jul,Westmoreland County,208500
2018, Jul,Williamsburg City,248000
2018, Jul,Winchester City,215000
2018, Jul,Wise County,N/A
2018, Jul,Wythe County,121500
2018, Jul,York County,301750
2018, Aug,Accomack County,185365
2018, Aug,Albemarle County,389900
2018, Aug,Alexandria City,474500
2018, Aug,Alleghany County,79900
2018, Aug,Amelia County,259950
2018, Aug,Amherst County,162500
2018, Aug,Appomattox County,149900
2018, Aug,Arlington County,564900
2018, Aug,Augusta County,214900
2018, Aug,Bath County,175000
2018, Aug,Bedford County,230000
2018, Aug,Bland County,319000
2018, Aug,Botetourt County,202475
2018, Aug,Bristol City,127425
2018, Aug,Brunswick County,55000
2018, Aug,Buchanan County,74000
2018, Aug,Buckingham County,135000
2018, Aug,Buena Vista City,50000
2018, Aug,Campbell County,179900
2018, Aug,Caroline County,205000
2018, Aug,Carroll County,126500
2018, Aug,Charles City County,149950
2018, Aug,Charlotte County,92872
2018, Aug,Charlottesville City,337625
2018, Aug,Chesapeake City,285000
2018, Aug,Chesterfield County,263350
2018, Aug,Clarke County,380000
2018, Aug,Colonial Heights City,162450
2018, Aug,Covington City,58000
2018, Aug,Craig County,77500
2018, Aug,Culpeper County,288000
2018, Aug,Cumberland County,130250
2018, Aug,Danville City,97250
2018, Aug,Dickenson County,N/A
2018, Aug,Dinwiddie County,169950
2018, Aug,Emporia City,N/A
2018, Aug,Essex County,174900
2018, Aug,Fairfax City,517870.5
2018, Aug,Fairfax County,510000
2018, Aug,Falls Church City,899000
2018, Aug,Fauquier County,399999.5
2018, Aug,Floyd County,201250
2018, Aug,Fluvanna County,192000
2018, Aug,Franklin City,136000
2018, Aug,Franklin County,220750
2018, Aug,Frederick County,294000
2018, Aug,Fredericksburg City,334500
2018, Aug,Galax City,179500
2018, Aug,Giles County,103500
2018, Aug,Gloucester County,250000
2018, Aug,Goochland County,430450
2018, Aug,Grayson County,140000
2018, Aug,Greene County,265000
2018, Aug,Greensville County,N/A
2018, Aug,Halifax County,98000
2018, Aug,Hampton City,170000
2018, Aug,Hanover County,290000
2018, Aug,Harrisonburg City,198300
2018, Aug,Henrico County,262950
2018, Aug,Henry County,74700
2018, Aug,Highland County,330000
2018, Aug,Hopewell City,140950
2018, Aug,Isle of Wight County,291000
2018, Aug,James City County,318925
2018, Aug,King and Queen County,151725
2018, Aug,King George County,275000
2018, Aug,King William County,208000
2018, Aug,Lancaster County,276500
2018, Aug,Lee County,N/A
2018, Aug,Lexington City,209650
2018, Aug,Loudoun County,487000
2018, Aug,Louisa County,250500
2018, Aug,Lunenburg County,127500
2018, Aug,Lynchburg City,170900
2018, Aug,Madison County,203700
2018, Aug,Manassas City,300000
2018, Aug,Manassas Park City,279900
2018, Aug,Martinsville City,84000
2018, Aug,Mathews County,178000
2018, Aug,Mecklenburg County,260000
2018, Aug,Middlesex County,215000
2018, Aug,Montgomery County,230000
2018, Aug,Nelson County,187000
2018, Aug,New Kent County,272500
2018, Aug,Newport News City,184990
2018, Aug,Norfolk City,210000
2018, Aug,Northampton County,222500
2018, Aug,Northumberland County,280000
2018, Aug,Norton City,45000
2018, Aug,Nottoway County,145450
2018, Aug,Orange County,240000
2018, Aug,Page County,175000
2018, Aug,Patrick County,107000
2018, Aug,Petersburg City,110750
2018, Aug,Pittsylvania County,119750
2018, Aug,Poquoson City,325000
2018, Aug,Portsmouth City,165000
2018, Aug,Powhatan County,282500
2018, Aug,Prince Edward County,147450
2018, Aug,Prince George County,206250
2018, Aug,Prince William County,365000
2018, Aug,Pulaski County,129900
2018, Aug,Radford City,144900
2018, Aug,Rappahannock County,337500
2018, Aug,Richmond City,249027.5
2018, Aug,Richmond County,155250
2018, Aug,Roanoke City,138725
2018, Aug,Roanoke County,199950
2018, Aug,Rockbridge County,245000
2018, Aug,Rockingham County,220000
2018, Aug,Russell County,137450
2018, Aug,Salem City,190500
2018, Aug,Scott County,N/A
2018, Aug,Shenandoah County,193700
2018, Aug,Smyth County,119500
2018, Aug,Southampton County,210000
2018, Aug,Spotsylvania County,275000
2018, Aug,Stafford County,336000
2018, Aug,Staunton City,160000
2018, Aug,Suffolk City,267650
2018, Aug,Surry County,285000
2018, Aug,Sussex County,116200
2018, Aug,Tazewell County,93000
2018, Aug,Virginia Beach City,260000
2018, Aug,Warren County,229900
2018, Aug,Washington County,150000
2018, Aug,Waynesboro City,177000
2018, Aug,Westmoreland County,189750
2018, Aug,Williamsburg City,172000
2018, Aug,Winchester City,251449.5
2018, Aug,Wise County,75000
2018, Aug,Wythe County,122000
2018, Aug,York County,308000
2018, Sep,Accomack County,160000
2018, Sep,Albemarle County,402667.5
2018, Sep,Alexandria City,519000
2018, Sep,Alleghany County,109000
2018, Sep,Amelia County,218225
2018, Sep,Amherst County,141000
2018, Sep,Appomattox County,165500
2018, Sep,Arlington County,513750
2018, Sep,Augusta County,221000
2018, Sep,Bath County,305000
2018, Sep,Bedford County,219450
2018, Sep,Bland County,230000
2018, Sep,Botetourt County,227000
2018, Sep,Bristol City,120000
2018, Sep,Brunswick County,35000
2018, Sep,Buchanan County,45000
2018, Sep,Buckingham County,127975
2018, Sep,Buena Vista City,65000
2018, Sep,Campbell County,164900
2018, Sep,Caroline County,199000
2018, Sep,Carroll County,130000
2018, Sep,Charles City County,208000
2018, Sep,Charlotte County,164900
2018, Sep,Charlottesville City,335000
2018, Sep,Chesapeake City,285349
2018, Sep,Chesterfield County,260000
2018, Sep,Clarke County,285000
2018, Sep,Colonial Heights City,175000
2018, Sep,Covington City,160000
2018, Sep,Craig County,128500
2018, Sep,Culpeper County,274400
2018, Sep,Cumberland County,146000
2018, Sep,Danville City,109540
2018, Sep,Dickenson County,13500
2018, Sep,Dinwiddie County,173950
2018, Sep,Emporia City,N/A
2018, Sep,Essex County,195000
2018, Sep,Fairfax City,508000
2018, Sep,Fairfax County,485000
2018, Sep,Falls Church City,607500
2018, Sep,Fauquier County,379950
2018, Sep,Floyd County,205000
2018, Sep,Fluvanna County,210000
2018, Sep,Franklin City,120500
2018, Sep,Franklin County,259900
2018, Sep,Frederick County,268000
2018, Sep,Fredericksburg City,243400
